User;ELN ID;IPC no.;Duration (h);LC-MS method (min);LC-MS instrument;LC-MS file name;IPC result
;ELN047147-034;2;20;2;MSA_92_542;MSA-23-02403;SM, more hydroxylated species
;ELN047147-035;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-035;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-036;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-036;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-037;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-037;2;20;2;MSA_92_542;MSA-23-02403;SM, side products
;ELN047147-038;1;18;2;MSA_92_542;MSA-23-02402;SM, very little borylated
;ELN047147-038;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-039;1;18;2;MSA_92_542;MSA-23-02402;more borylated species, SM
;ELN047147-039;2;20;2;MSA_92_542;MSA-23-02403;two main hydroxylated species, SM
;ELN047147-040;1;18;2;MSA_92_542;MSA-23-02402;a lot of different borylated species, SM
;ELN047147-040;2;20;2;MSA_92_542;MSA-23-02403;a lot of different hydroxylated species, SM
;ELN047147-041;1;18;2;MSA_92_542;MSA-23-02402;more borylated species, little SM
;ELN047147-041;2;20;2;MSA_92_542;MSA-23-02403;more borylated, little hydroxylated and little SM
;ELN047147-042;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-042;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-043;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-043;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-044;1;18;2;MSA_92_542;MSA-23-02402;2 borylated, SM
;ELN047147-044;2;20;2;MSA_92_542;MSA-23-02403;hydroxylated and SM in one peak
;ELN047147-045;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-045;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-046;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-046;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-047;1;18;2;MSA_92_542;MSA-23-02402;SM, side products
;ELN047147-047;2;20;2;MSA_92_542;MSA-23-02403;SM, side products
;ELN047147-048;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-048;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-049;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-049;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN040616-165;1;1;2;MSA_92_542;MSA-23-02407;SM
;ELN040616-166;1;2;2;MSA_92_542;MSA-23-02408;SM
;ELN040616-167;1;1;2;MSA_92_542;MSA-23-02408;SM plus a little mono alkylation
;ELN040616-165;2;2;2;MSA_92_542;MSA-23-02411;SM
;ELN040616-166;2;3;2;MSA_92_542;MSA-23-02411;SM
;ELN040616-167;2;2;2;MSA_92_542;MSA-23-02410;SM plus mono alkylation
;ELN040616-167;3;3;2;MSA_92_542;MSA-23-02416;SM
;ELN040616-168;1;1;2;MSA_92_542;MSA-23-02417;Mostly monoalkylation
;ELN040616-165;3;18;2;MSA_92_542;MSA-23-02422;SM
;ELN040616-166;3;18;2;MSA_92_542;MSA-23-02422;SM
;ELN040616-168;2;18;2;MSA_92_542;MSA-23-02422;Lot of peaks. SM and product but close to each other
;ELN040616-169;1;1;2;MSA_92_542;MSA-23-02446;SM plus product (50/50)
;ELN040616-170;1;1;2;MSA_92_542;MSA-23-02446;SM plus product
;ELN040616-169;2;2;2;MSA_92_542;MSA-23-02448;SM plus product (50/50)
;ELN040616-170;2;2;2;MSA_92_542;MSA-23-02448;SM plus product (1/2)
;ELN045639-071;1;1;2;MSA_92_542;MSA-23-02458;
;ELN045639-071;2;2;2;MSA_92_542;MSA-23-02459;
;ELN045639-071;3;4;2;MSA_92_542;MSA-23-02462;
;ELN045639-071;4;5;2;MSA_92_542;MSA-23-02464;
;ELN045639-071;5;6;2;MSA_92_542;MSA-23-02466;
;ELN045639-071;6;6;2;MSA_92_542;MSA-23-02467;
;ELN045639-071;7;22;2;MSA_92_542;MSA-23-02469;
;ELN045639-071;8;24;2;MSA_92_542;MSA-23-02471;
;ELN045639-071;9;26;2;MSA_92_542;MSA-23-02472;
;ELN045639-071;10;27;2;MSA_92_542;MSA-23-02473;
;ELN047124-022;1;1;2;MSA_92_542;MSA-23-02474;
;ELN047124-023;1;1;2;MSA_92_542;MSA-23-02474;
;ELN047124-024;1;1;2;MSA_92_542;MSA-23-02474;
;ELN047124-022;2;3;2;MSA_92_542;MSA-23-02478;
;ELN047124-023;2;3;2;MSA_92_542;MSA-23-02478;
;ELN047124-024;2;3;2;MSA_92_542;MSA-23-02478;
;ELN047124-022;3;18;2;MSA_92_542;MSA-23-02483;
;ELN047124-023;3;18;2;MSA_92_542;MSA-23-02483;
;ELN047124-024;3;18;2;MSA_92_542;MSA-23-02483;
;ELN045639-071;11;46;2;MSA_92_542;MSA-23-02482;
;ELN045639-071;12;47;2;MSA_92_542;MSA-23-02484;
;ELN047124-025;1;1;2;MSA_92_542;MSA-23-02487;
;ELN047124-026;1;1;2;MSA_92_542;MSA-23-02487;
;ELN045639-071;13;52;2;MSA_92_542;MSA-23-02490;
;ELN047124-025;2;3;2;MSA_92_542;MSA-23-02492;
;ELN047124-026;2;3;2;MSA_92_542;MSA-23-02492;
;ELN047124-025;3;20;2;MSA_92_542;MSA-23-02493;
;ELN047124-026;3;20;2;MSA_92_542;MSA-23-02493;
;ELN045639-071;14;70;2;MSA_92_542;MSA-23-02494;
;ELN045639-071;15;73;2;MSA_92_542;MSA-23-02497;
;ELN040616-171;1;1;2;MSA_92_542;MSA-23-02498;only SM
;ELN040616-172;1;1;2;MSA_92_542;MSA-23-02498;only SM
;ELN040616-173;1;1;2;MSA_92_542;MSA-23-02498;SM/Product 5/1
;ELN045639-071;16;94;2;MSA_92_542;MSA-23-02507;
;ELN040616-171;2;18;2;MSA_92_542;MSA-23-02508;only SM
;ELN040616-172;2;18;2;MSA_92_542;MSA-23-02508;traces of product
;ELN040616-173;2;18;2;MSA_92_542;MSA-23-02508;SM/Product 3/1
;ELN045639-071;17;97;2;MSA_92_542;MSA-23-02511;
;ELN045639-071;18;100;2;MSA_92_542;MSA-23-02514;
;ELN045639-071;19;172;2;MSA_92_542;MSA-23-02520;
;ELN040616-174;1;16;2;MSA_92_542;MSA-23-02543;conversion to product
;ELN047124-027;1;1;2;MSA_92_542;MSA-23-02545;
;ELN047124-028;1;1;2;MSA_92_542;MSA-23-02545;
;ELN040616-175;1;1;2;MSA_92_542;MSA-23-02547;
;ELN040616-175;2;3;2;MSA_92_542;MSA-23-02548;
;ELN047124-027;2;3;2;MSA_92_542;MSA-23-02549;
;ELN047124-028;2;3;2;MSA_92_542;MSA-23-02549;
;ELN040616-175;3;4;2;MSA_92_542;MSA-23-02552;
;ELN047124-027;3;6;2;MSA_92_542;MSA-23-02554;
;ELN047124-028;3;6;2;MSA_92_542;MSA-23-02554;
;ELN047124-027;4;22;2;MSA_92_542;MSA-23-02558;
;ELN047124-028;4;22;2;MSA_92_542;MSA-23-02558;
;ELN040616-175;4;18;2;MSA_92_542;MSA-23-02557;
;ELN047124-029;1;1;2;MSA_92_542;MSA-23-02561;
;ELN047124-030;1;1;2;MSA_92_542;MSA-23-02561;
;ELN047124-031;1;1;2;MSA_92_542;MSA-23-02561;
;ELN047124-032;1;1;2;MSA_92_542;MSA-23-02561;
;ELN047124-033;1;1;2;MSA_92_542;MSA-23-02561;
;ELN040616-175;5;20;2;MSA_92_542;MSA-23-02560;
;ELN047124-029;2;3;2;MSA_92_542;MSA-23-02562;
;ELN047124-030;2;3;2;MSA_92_542;MSA-23-02562;
;ELN047124-031;2;3;2;MSA_92_542;MSA-23-02562;
;ELN047124-032;2;3;2;MSA_92_542;MSA-23-02562;
;ELN047124-033;2;3;2;MSA_92_542;MSA-23-02562;
;ELN040616-175;6;23;2;MSA_92_542;MSA-23-02567;
;ELN040616-176;1;2;2;MSA_92_542;MSA-23-02568;
;ELN040616-175;7;24;2;MSA_92_542;MSA-23-02569;
;ELN040616-176;2;3;2;MSA_92_542;MSA-23-02570;
;ELN047124-029;3;23;2;MSA_92_542;MSA-23-02577;
;ELN047124-030;3;23;2;MSA_92_542;MSA-23-02577;
;ELN047124-031;3;23;2;MSA_92_542;MSA-23-02577;
;ELN047124-032;3;23;2;MSA_92_542;MSA-23-02577;
;ELN047124-033;3;23;2;MSA_92_542;MSA-23-02577;
;ELN040616-177;1;3;2;MSA_92_542;MSA-23-02579;
;ELN040616-178;1;3;2;MSA_92_542;MSA-23-02579;
;ELN040616-177;2;5;2;MSA_92_542;MSA-23-02582;
;ELN040616-178;2;5;2;MSA_92_542;MSA-23-02582;
;ELN040616-179;1;1;2;MSA_92_542;MSA-23-02591;
;ELN040616-179;2;2;2;MSA_92_542;MSA-23-02593;
;ELN040616-179;3;3;2;MSA_92_542;MSA-23-02594;
;ELN040616-180;1;1;2;MSA_92_542;MSA-23-02597;
;ELN040616-180;2;2;2;MSA_92_542;MSA-23-02599;
;ELN040616-180;3;3;2;MSA_92_542;MSA-23-02600;
;ELN040616-180;4;4;2;MSA_92_542;MSA-23-02603;
;ELN040616-180;5;5;2;MSA_92_542;MSA-23-02605;
;ELN040616-182;1;1;2;MSA_92_542;MSA-23-02631;SM/product 6/1
;ELN040616-183;1;1;2;MSA_92_542;MSA-23-02631;SM product 15/1
;ELN040616-184;1;1;2;MSA_92_542;MSA-23-02631;Mainly SM
;ELN040616-182;2;4;2;MSA_92_542;MSA-23-02635;SM/product 6/1
;ELN040616-183;2;4;2;MSA_92_542;MSA-23-02635;SM product 15/1
;ELN040616-184;2;4;2;MSA_92_542;MSA-23-02635;traces of product
;ELN040616-182;3;20;2;MSA_92_542;MSA-23-02639;SM/product 6/1
;ELN040616-183;3;20;2;MSA_92_542;MSA-23-02639;SM product 15/1
;ELN040616-184;3;20;2;MSA_92_542;MSA-23-02639;traces of product
;ELN040616-182;4;21;2;MSA_92_542;MSA-23-02640;SM/product 6/1
;ELN040616-183;4;21;2;MSA_92_542;MSA-23-02640;SM product 15/1
;ELN040616-184;4;21;2;MSA_92_542;MSA-23-02640;traces of product
;ELN040616-185;1;1;2;MSA_92_542;MSA-23-02658;traces of saponified SM
;ELN040616-186;1;1;2;MSA_92_542;MSA-23-02658;traces of saponified SM
;ELN040616-187;1;1;2;MSA_92_542;MSA-23-02658;traces of saponified SM
;ELN040616-185;2;3;2;MSA_92_542;MSA-23-02662;more saponified SM
;ELN040616-186;2;3;2;MSA_92_542;MSA-23-02662;more saponified SM
;ELN040616-187;2;3;2;MSA_92_542;MSA-23-02662;more saponified SM
;ELN040616-185;3;5;2;MSA_92_542;MSA-23-02666;more saponified SM
;ELN040616-186;3;5;2;MSA_92_542;MSA-23-02666;more saponified SM
;ELN040616-187;3;5;2;MSA_92_542;MSA-23-02666;more saponified SM
;ELN040616-185;4;23;2;MSA_92_542;MSA-23-02672;mainly saponified SM
;ELN040616-186;4;23;2;MSA_92_542;MSA-23-02672;mainly saponified SM
;ELN040616-187;4;23;2;MSA_92_542;MSA-23-02672;mainly saponified SM
;ELN040616-185;5;30;2;MSA_92_542;MSA-23-02675;mainly saponified SM
;ELN040616-186;5;30;2;MSA_92_542;MSA-23-02675;mainly saponified SM
;ELN040616-187;5;30;2;MSA_92_542;MSA-23-02675;mainly saponified SM
;ELN040616-185;6;47;2;MSA_92_542;MSA-23-02678;saponified SM
;ELN040616-186;6;47;2;MSA_92_542;MSA-23-02678;saponified SM
;ELN040616-187;6;47;2;MSA_92_542;MSA-23-02678;saponified SM
;ELN040616-185;7;49;2;MSA_92_542;MSA-23-02679;no amidation
;ELN040616-186;7;49;2;MSA_92_542;MSA-23-02679;no amidation
;ELN040616-187;7;49;2;MSA_92_542;MSA-23-02679;no amidation
;ELN040616-185;8;52;2;MSA_92_542;MSA-23-02683;seeing amidation
;ELN040616-186;8;52;2;MSA_92_542;MSA-23-02683;no amidation
;ELN040616-187;8;52;2;MSA_92_542;MSA-23-02683;no amidation
;ELN040616-185;9;72;2;MSA_92_542;MSA-23-02689;seeing amidation
;ELN040616-186;9;72;2;MSA_92_542;MSA-23-02689;seeing amidation
;ELN040616-187;9;72;2;MSA_92_542;MSA-23-02689;seeing amidation
;ELN040616-188;1;1;2;MSA_92_542;MSA-23-02702;mostly sm
;ELN040616-188;2;2;2;MSA_92_542;MSA-23-02703;mostly sm, little product
;ELN040616-188;3;18;2;MSA_92_542;MSA-23-02707;no changes to IPC_2
;ELN040616-188;4;22;2;MSA_92_542;MSA-23-02709;added more carboxylic acid --> no change except of more carboxylic acid seen in MS
;ELN040616-188;5;26;2;MSA_92_542;MSA-23-02714;added more oxidant and cat --> more product formed
;ELN047147-052;1;16;2;MSA_92_542;MSA-23-02716;SM, no product
;ELN040616-188;6;48;2;MSA_92_542;MSA-23-02717;more product
;ELN040616-190;1;2;2;MSA_92_542;MSA-23-02717;some product
;ELN047147-052;2;16;2;MSA_92_542;MSA-23-02718;SM, no product
;ELN040616-190;2;6;2;MSA_92_542;MSA-23-02720;more product
;ELN040616-189;1;6;2;MSA_92_542;MSA-23-02719;little product
;ELN040616-190;3;23;2;MSA_92_542;MSA-23-02728;SM/product 1/1
;ELN040616-189;2;23;2;MSA_92_542;MSA-23-02727;little product
;ELN047147-053;1;21;2;MSA_92_542;MSA-23-02730;BE + diBE
;ELN040616-190;4;26;2;MSA_92_542;MSA-23-02732;SM/product 1/1
;ELN040616-189;3;26;2;MSA_92_542;MSA-23-02731;little product
;ELN040616-191;1;2;2;MSA_92_542;MSA-23-02733;
;ELN040616-191;2;18;2;MSA_92_542;MSA-23-02747;
;ELN040616-191;3;21;2;MSA_92_542;MSA-23-02750;
;ELN047124-034;1;1;2;MSA_92_542;MSA-23-02759;P1 (1.06), P2 (1.09), no SM
;ELN047124-035;1;1;2;MSA_92_542;MSA-23-02759;P1 (1.06), P2 (1.09), no SM
;ELN047147-054;1;1;2;MSA_92_542;MSA-23-02770;full conversion to product
;ELN047147-055;1;16;2;MSA_92_542;MSA-23-02777;three sterioisomers of product (1:1:0.25)
;ELN047124-036;1;1;2;MSA_92_542;MSA-23-02779;product, 4% SM
;ELN047124-037;1;1;2;MSA_92_542;MSA-23-02779;product, 5% SM
;ELN047124-036;1;2;2;MSA_92_542;MSA-23-02781;identical to IPC1
;ELN047124-037;1;2;2;MSA_92_542;MSA-23-02781;identical to IPC1
;ELN047124-038;1;1;2;MSA_92_542;MSA-23-02796;product, 10% SM
;ELN047124-039;1;1;2;MSA_92_542;MSA-23-02796;product, 8% SM
;ELN047124-038;1;2;2;MSA_92_542;MSA-23-02798;identical to IPC1
;ELN047124-039;1;2;2;MSA_92_542;MSA-23-02798;identical to IPC1
;ELN047147-056;1;2;2;MSA_92_542;MSA-23-02802;full conversion to product
;ELN040616-194;1;3;2;MSA_92_542;MSA-23-02806;SM
;ELN040616-195;1;1;2;MSA_92_542;MSA-23-02806;product was formed
;ELN040616-196;1;1;2;MSA_92_542;MSA-23-02806;
;ELN040616-197;1;1;2;MSA_92_542;MSA-23-02806;
;ELN040616-194;2;18;2;MSA_92_542;MSA-23-02811;SM
;ELN047147-057;1;16;2;MSA_92_542;MSA-23-02812;BE + SM + side products
;ELN040616-194;3;24;2;MSA_92_542;MSA-23-02816;SM
;ELN040616-194;4;28;2;MSA_92_542;MSA-23-02819;SM
;ELN047147-059;1;1;2;MSA_92_542;MSA-23-02826;100% conversion to product
;ELN047147-060;1;1;2;MSA_92_542;MSA-23-02828;< 10 % conversion
;ELN047147-060;2;4;2;MSA_92_542;MSA-23-02831;15% conversion
;ELN047147-060;3;20;2;MSA_92_542;MSA-23-02832;100% conversion to product
;ELN047147-058;1;18;2;MSA_92_542;MSA-23-02834;SM/P 6/4
;ELN047124-040;1;1;2;MSA_92_542;MSA-23-02849;
;ELN047124-041;1;1;2;MSA_92_542;MSA-23-02849;
;ELN040616-198;1;3;2;MSA_92_542;MSA-23-02852;
;ELN047124-040;2;2;2;MSA_92_542;MSA-23-02853;
;ELN047124-041;2;2;2;MSA_92_542;MSA-23-02853;
;ELN040616-198;2;4;2;MSA_92_542;MSA-23-02854;
;ELN047124-040;3;3;2;MSA_92_542;MSA-23-02856;
;ELN047124-041;3;3;2;MSA_92_542;MSA-23-02856;
;ELN040616-198;3;5;2;MSA_92_542;MSA-23-02857;
;ELN047147-061;1;2;2;MSA_92_542;MSA-23-02858;full conversion both products (racemic mixture)
;ELN047124-040;4;18;2;MSA_92_542;MSA-23-02861;
;ELN047124-041;4;18;2;MSA_92_542;MSA-23-02861;
;ELN040616-198;4;21;2;MSA_92_542;MSA-23-02862;
;ELN040616-198;5;23;2;MSA_92_542;MSA-23-02864;
;ELN040616-198;6;25;2;MSA_92_542;MSA-23-02865;
;ELN047147-062;1;2;2;MSA_92_542;MSA-23-02866;75% conversion to product
;ELN047147-062;2;3;2;MSA_92_542;MSA-23-02871;84% conversion to product
;ELN047147-062;3;5;2;MSA_92_542;MSA-23-02875;100% conversion to product
;ELN047147-063;1;1;2;MSA_92_542;MS2-23-71074;100% conversion to product
;ELN047147-064;1;17;2;MSA_92_542;MSA-23-02906;83% conversion to product
;ELN047147-064;2;19;2;MSA_92_542;MSA-23-02907;86% conversion to product
;ELN047147-064;3;21;2;MSA_92_542;MSA-23-02908;75% conversion to product?
;ELN047147-065;1;2;2;MSA_92_542;MSA-23-02920;5% conversion to product
;ELN047147-066;1;2;2;MSA_92_542;MSA-23-02920;no product detected
;ELN047147-067;1;1;2;MSA_92_542;MSA-23-02920;80% conversion to product
;ELN047147-065;2;18;2;MSA_92_542;MSA-23-02924;45% conversion to product
;ELN047147-066;2;18;2;MSA_92_542;MSA-23-02924;no product detected
;ELN047147-067;2;17;2;MSA_92_542;MSA-23-02924;95% conversion to product
;ELN047147-065;3;24;2;MSA_92_542;MSA-23-02928;95% conversion to product
;ELN047147-068;1;16;2;MS3_92_523;MS2-23-71373;75% conversion to product
;ELN047147-068;2;18;2;MS3_92_523;MS3-23-10022;99% conversion to product
;ELN047147-069;1;2;2;MS3_92_523;MS2-23-71401;100% conversion to product
;ELN047124-042;1;1;2;MSA_92_542;MSA-23-02958;product, 1% SM left
;ELN047124-043;1;1;2;MSA_92_542;MSA-23-02958;product, 1% SM left
;ELN047124-042;2;2;2;MSA_92_542;MSA-23-02960;identical to IPC1
;ELN047124-043;2;2;2;MSA_92_542;MSA-23-02960;identical to IPC1
;ELN047124-042;3;18;2;MSA_92_542;MSA-23-02962;identical to IPC2
;ELN047124-043;3;18;2;MSA_92_542;MSA-23-02962;identical to IPC2
;ELN047124-044;1;18;2;MSA_92_542;MSA-23-02965;product, 1% SM left
;ELN047124-045;1;18;2;MSA_92_542;MSA-23-02965;product, 1% SM left
;ELN047124-046;1;1;2;MSA_92_542;MSA-24-02985;product, 1% SM left
;ELN047124-047;1;1;2;MSA_92_542;MSA-24-02985;product, 1% SM left
;ELN047124-046;2;2;2;MSA_92_542;MSA-24-02987;identical to IPC1
;ELN047124-047;2;2;2;MSA_92_542;MSA-24-02987;identical to IPC1
;ELN047124-046;3;18;2;MSA_92_542;MSA-24-02988;identical to IPC2
;ELN047124-047;3;18;2;MSA_92_542;MSA-24-02988;identical to IPC2
;ELN045639-073;1;1;2;MSA_92_542;MSA-24-02996;mostly SM
;ELN045639-073;2;2;2;MSA_92_542;MSA-24-02998;mostly SM
;ELN045639-073;3;3;2;MSA_92_542;MSA-24-02999;mostly SM
;ELN045639-073;4;19;2;MSA_92_542;MSA-24-03000;significantly lower SM
;ELN045639-073;5;20;2;MSA_92_542;MSA-24-03001;most SM consumed
;ELN047124-048;1;1;2;MSA_92_542;MSA-24-03004;product, 1% SM
;ELN047124-049;1;1;2;MSA_92_542;MSA-24-03004;product, 46% SM
;ELN047124-050;1;1;2;MSA_92_542;MSA-24-03004;no product formation
;ELN047124-051;1;1;2;MSA_92_542;MSA-24-03004;no product formation
;ELN047124-052;1;1;2;MSA_92_542;MSA-24-03005;P1 0.71, P2 0.75, 3% SM
;ELN047124-053;1;1;2;MSA_92_542;MSA-24-03005;P1 0.69, P2 0.74, 2% SM
;ELN047124-048;2;18;2;MSA_92_542;MSA-24-03008;product, no SM detected
;ELN047124-049;2;18;2;MSA_92_542;MSA-24-03008;product, identical to IPC1
;ELN047124-050;2;18;2;MSA_92_542;MSA-24-03008;no product formation
;ELN047124-051;2;18;2;MSA_92_542;MSA-24-03008;no product formation
;ELN047124-052;2;18;2;MSA_92_542;MSA-24-03008;identical to IPC1
;ELN047124-053;2;18;2;MSA_92_542;MSA-24-03008;identical to IPC1
;ELN045639-074;1;1;2;MSA_92_542;MSA-24-03010;Monoalkylated P formed, good amount of SM left
;ELN045639-074;2;2;2;MSA_92_542;MSA-24-03012;More P, still SM remaining
;ELN045639-074;3;3;2;MSA_92_542;MSA-24-03013;less SM
;ELN045639-074;4;18;2;MSA_92_542;MSA-24-03015;almost full conversion, no SM left
;ELN045639-075;1;1;2;MSA_92_542;MSA-24-03033;almost full conversion, only little SM left
;ELN045639-075;2;2;2;MSA_92_542;MSA-24-03035;almost full conversion, almost no SM left
;ELN045639-075;3;3;2;MSA_92_542;MSA-24-03036;full conversion
;ELN045639-075;4;4;2;MSA_92_542;MSA-24-03039;1h of amide coupling, small amount of P generated
;ELN045639-075;5;20;2;MSA_92_542;MSA-24-03042;no further progress --> additional DIPEA added
;ELN045639-075;6;21;2;MSA_92_542;MSA-24-03043;
;ELN045639-076;1;1;2;MSA_92_542;MSA-24-03043;
;ELN045639-075;7;22;2;MSA_92_542;MSA-24-03044;
;ELN045639-076;2;2;2;MSA_92_542;MSA-24-03044;
;ELN045639-075;8;23;2;MSA_92_542;MSA-24-03046;
;ELN045639-076;3;3;2;MSA_92_542;MSA-24-03046;
;ELN045639-075;9;24;2;MSA_92_542;MSA-24-03047;
;ELN045639-076;4;4;2;MSA_92_542;MSA-24-03047;
;ELN045639-076;5;5;2;MSA_92_542;MSA-24-03048;
;ELN045639-076;6;6;2;MSA_92_542;MSA-24-03050;
;ELN045639-076;7;8;2;MSA_92_542;MSA-24-03053;
;ELN045639-076;8;24;2;MSA_92_542;MSA-24-03059;full saponification
;ELN045639-076;9;25;2;MSA_92_542;MSA-24-03062;1h of amide coupling
;ELN045639-076;10;26;2;MSA_92_542;MSA-24-03063;2h of amide coupling, additional DIPEA
;ELN045639-076;11;27;2;MSA_92_542;MSA-24-03065;3h of amide coupling, additional HATU
;ELN045639-077;1;1;2;MSA_92_542;MSA-24-03068;
;ELN045639-078;1;1;2;MSA_92_542;MSA-24-03068;
;ELN045639-077;2;2;2;MSA_92_542;MSA-24-03069;
;ELN045639-078;2;2;2;MSA_92_542;MSA-24-03069;
;ELN045639-077;3;3;2;MSA_92_542;MSA-24-03071;
;ELN045639-078;3;3;2;MSA_92_542;MSA-24-03071;
;ELN045639-077;4;20;2;MSA_92_542;MSA-24-03073;
;ELN045639-078;4;20;2;MSA_92_542;MSA-24-03073;
;ELN048623-001;1;19;2;MSA_92_542;MSA-24-03075;
;ELN048623-003;1;19;2;MSA_92_542;MSA-24-03075;
;ELN048623-004;1;19;2;MSA_92_542;MSA-24-03075;
;ELN048623-006;1;19;2;MSA_92_542;MSA-24-03075;
;ELN048623-007;1;19;2;MSA_92_542;MSA-24-03075;
;ELN048623-008;1;19;2;MSA_92_542;MSA-24-03075;
;ELN048623-009;1;19;2;MSA_92_542;MSA-24-03075;
;ELN048623-010;1;19;2;MSA_92_542;MSA-24-03075;
;ELN048623-002;1;19;2;MSA_92_542;MSA-24-03076;
;ELN048623-005;1;19;2;MSA_92_542;MSA-24-03076;
;ELN047124-054;1;1;2;MSA_92_542;MSA-24-03078;product formation, 3% SM
;ELN047124-055;1;1;2;MSA_92_542;MSA-24-03078;product formation, 2% SM
;ELN047124-056;1;1;2;MSA_92_542;MSA-24-03078;product formation, 1% SM
;ELN047124-057;1;1;2;MSA_92_542;MSA-24-03078;product formation, 2% SM
;ELN048623-006;2;19;2;MSA_92_542;MSA-24-03079;sample in MeOH
;ELN047124-054;2;2;2;MSA_92_542;MSA-24-03080;identical to IPC1
;ELN047124-055;2;2;2;MSA_92_542;MSA-24-03080;identical to IPC1
;ELN047124-056;2;2;2;MSA_92_542;MSA-24-03080;identical to IPC1
;ELN047124-057;2;2;2;MSA_92_542;MSA-24-03080;identical to IPC1
;ELN047124-054;3;18;2;MSA_92_542;MSA-24-03081;identical to IPC2
;ELN047124-055;3;18;2;MSA_92_542;MSA-24-03081;identical to IPC2
;ELN047124-056;3;18;2;MSA_92_542;MSA-24-03081;identical to IPC2
;ELN047124-057;3;18;2;MSA_92_542;MSA-24-03081;identical to IPC2
;ELN048623-001;2;19;2;MSA_92_542;MSA-24-03088;reproduction experiment
;ELN048623-002;2;19;2;MSA_92_542;MSA-24-03088;reproduction experiment
;ELN048623-003;2;19;2;MSA_92_542;MSA-24-03088;reproduction experiment
;ELN048623-004;2;19;2;MSA_92_542;MSA-24-03088;reproduction experiment
;ELN048623-005;2;19;2;MSA_92_542;MSA-24-03088;reproduction experiment
;ELN045639-079;1;1;2;MSA_92_542;MSA-24-03101;
;ELN045639-080;1;1;2;MSA_92_542;MSA-24-03101;
;ELN045639-081;1;1;2;MSA_92_542;MSA-24-03101;
;ELN045639-082;1;1;2;MSA_92_542;MSA-24-03101;
;ELN045639-079;2;2;2;MSA_92_542;MSA-24-03102;
;ELN045639-080;2;2;2;MSA_92_542;MSA-24-03102;
;ELN045639-081;2;2;2;MSA_92_542;MSA-24-03102;
;ELN045639-082;2;2;2;MSA_92_542;MSA-24-03102;
;ELN045639-079;3;3;2;MSA_92_542;MSA-24-03103;
;ELN045639-080;3;3;2;MSA_92_542;MSA-24-03103;
;ELN045639-081;3;3;2;MSA_92_542;MSA-24-03103;
;ELN045639-082;3;3;2;MSA_92_542;MSA-24-03103;
;ELN045639-080;4;5;2;MSA_92_542;MSA-24-03104;
;ELN045639-081;4;5;2;MSA_92_542;MSA-24-03104;
;ELN045639-082;4;5;2;MSA_92_542;MSA-24-03104;
;ELN045639-080;5;6;2;MSA_92_542;MSA-24-03106;
;ELN045639-082;5;6;2;MSA_92_542;MSA-24-03106;
;ELN045639-079;4;4;2;MSA_92_542;MSA-24-03107;
;ELN045639-079;5;5;2;MSA_92_542;MSA-24-03108;
;ELN045639-079;6;21;2;MSA_92_542;MSA-24-03109;
;ELN045639-079;7;22;2;MSA_92_542;MSA-24-03110;
;ELN045639-080;6;7;2;MSA_92_542;MSA-24-03111;
;ELN045639-081;5;6;2;MSA_92_542;MSA-24-03111;
;ELN045639-082;6;7;2;MSA_92_542;MSA-24-03111;
;ELN045639-080;7;8;2;MSA_92_542;MSA-24-03113;
;ELN045639-081;6;7;2;MSA_92_542;MSA-24-03113;
;ELN045639-082;7;8;2;MSA_92_542;MSA-24-03113;
;ELN045639-082;8;9;2;MSA_92_542;MSA-24-03114;
;ELN047124-058;1;5;2;MSA_92_542;MSA-24-03117;
;ELN047124-059;1;15;2;MSA_92_542;MSA-24-03120;
;ELN047124-060;1;5;2;MSA_92_542;MSA-24-03126;
;ELN047124-061;1;5;2;MSA_92_542;MSA-24-03126;
;ELN047124-062;1;5;2;MSA_92_542;MSA-24-03126;
;ELN045639-083;1;1;2;MSA_92_542;MSA-24-03132;
;ELN045639-083;2;2;2;MSA_92_542;MSA-24-03133;
;ELN047124-063;1;3;2;MSA_92_542;MSA-24-03137;
;ELN045639-083;3;3;2;MSA_92_542;MSA-24-03135;
;ELN045639-083;4;4;2;MSA_92_542;MSA-24-03136;
;ELN045639-083;5;5;2;MSA_92_542;MSA-24-03138;
;ELN047124-064;1;3;2;MSA_92_542;MSA-24-03141;
