User;ELN ID;IPC no.;Duration (h);LC-MS method (min);LC-MS instrument;LC-MS file name;IPC result
;ELN050794-051;1;2;2;MSA_Plates_6_OG4;MSA-25-04917;
;ELN050794-051;2;18;2;MSA_Plates_6_OG4;MSA-25-04926;
;ELN052060-009;1;5;2;MSA_Plates_6_OG4;MSA-25-04932;P at 1.66 min (M-Boc)
;ELN052060-010;1;5;2;MSA_Plates_6_OG4;MSA-25-04932;P at 1.4 min (M-18)
;ELN052060-010;2;1;2;MSA_Plates_6_OG4;MSA-25-04935;
;ELN050794-052;1;1;2;MSA_Plates_6_OG4;MSA-25-04948;
;ELN045639-329;1;18;2;MSA_Plates_6_OG4;MSA-25-04951;
;ELN040616-329;1;5;2;MSA_Plates_6_OG4;MSA-25-04961;
;ELN040616-330;1;5;2;MSA_Plates_6_OG4;MSA-25-04961;
;ELN052060-011;1;2;2;MSA_Plates_6_OG4;MSA-25-04964;not full conversion
;ELN040616-330;2;1;2;MSA_Plates_6_OG4;MSA-25-04966;
;ELN052060-011;2;5;2;MSA_Plates_6_OG4;MSA-25-04973;
;ELN045639-330;1;18;2;MSA_Plates_6_OG4;MSA-25-04974;
;ELN052060-011;3;20;2;MSA_Plates_6_OG4;MSA-25-04975;
;ELN052298-001;1;16;2;MSA_Plates_6_OG4;MSA-25-04983;
;ELN052298-002;1;16;2;MSA_Plates_6_OG4;MSA-25-04983;
;ELN052298-003;1;16;2;MSA_Plates_6_OG4;MSA-25-04983;
;ELN052060-012;1;5;2;MSA_Plates_6_OG4;MSA-25-04991;
;ELN050794-053;1;2;2;MSA_Plates_6_OG4;MSA-25-04985;
;ELN050794-053;2;4;2;MSA_Plates_6_OG4;MSA-25-04987;
;ELN040616-331;1;5;2;MSA_Plates_6_OG4;MSA-25-04999;Suzuki-coupling
;ELN040616-332;1;5;2;MSA_Plates_6_OG4;MSA-25-04999;Suzuki-coupling
;ELN040616-331;2;2;2;MSA_Plates_6_OG4;MSA-25-05003;deprotection
;ELN040616-332;2;2;2;MSA_Plates_6_OG4;MSA-25-05003;deprotection
;ELN040616-331;3;4;2;MSA_Plates_6_OG4;MSA-25-05006;deprotection
;ELN040616-332;3;4;2;MSA_Plates_6_OG4;MSA-25-05006;deprotection
;ELN040616-331;4;5;2;MSA_Plates_6_OG4;MSA-25-05007;deprotection
;ELN040616-332;4;5;2;MSA_Plates_6_OG4;MSA-25-05007;deprotection
;ELN050794-054;1;1;2;MSA_Plates_6_OG4;MSA-25-05008;
;ELN045639-331;1;8;2;MSA_Plates_6_OG4;MSA-25-05011;
;ELN052060-013;1;8;2;MSA_Plates_6_OG4;MSA-25-05014;
;ELN052060-014;1;2;2;MSA_Plates_6_OG4;MSA-25-05017;
;ELN045639-333;1;3;2;MSA_Plates_6_OG4;MSA-25-05024;
;ELN052060-014;1;5;2;MSA_Plates_6_OG4;MSA-25-05020;
;ELN045639-333;2;21;2;MSA_Plates_6_OG4;MSA-25-05025;
;ELN052298-004;1;16;2;MSA_Plates_6_OG4;MSA-25-05027;
;ELN052298-005;1;16;2;MSA_Plates_6_OG4;MSA-25-05027;
;ELN052298-006;1;16;2;MSA_Plates_6_OG4;MSA-25-05027;
;ELN045639-332;1;3;2;MSA_Plates_6_OG4;MSA-25-05033;
;ELN040616-333;1;1;2;MSA_Plates_6_OG4;MSA-25-05032;
;ELN040616-333;2;2;2;MSA_Plates_6_OG4;MSA-25-05025;
;ELN045639-333;3;22;2;MSA_Plates_6_OG4;MSA-25-05035;
;ELN045639-333;4;24;2;MSA_Plates_6_OG4;MSA-25-05039;
;ELN040616-333;3;3;2;MSA_Plates_6_OG4;MSA-25-05037;
;ELN045639-333;5;42;2;MSA_Plates_6_OG4;MSA-25-05046;
;ELN052298-009;1;4;2;MSA_Plates_6_OG4;MSA-25-05051;
;ELN052298-010;1;4;2;MSA_Plates_6_OG4;MSA-25-05051;
;ELN052298-011;1;4;2;MSA_Plates_6_OG4;MSA-25-05051;
;ELN052060-015;1;18;2;MSA_Plates_6_OG4;MSA-25-05065;
;ELN052060-016;1;18;2;MSA_Plates_6_OG4;MSA-25-05065;
;ELN052060-017;1;16;2;MSA_Plates_6_OG4;MSA-25-05065;
;ELN050794-055;1;18;2;MSA_Plates_6_OG4;MSA-25-05064;
;ELN050794-056;1;18;2;MSA_Plates_6_OG4;MSA-25-05064;
;ELN050794-057;1;1,5;2;MSA_Plates_6_OG4;MSA-25-05069;
;ELN050794-058;1;1,5;2;MSA_Plates_6_OG4;MSA-25-05069;
;ELN050794-057;2;3;2;MSA_Plates_6_OG4;MSA-25-05072;
;ELN050794-058;2;3;2;MSA_Plates_6_OG4;MSA-25-05072;
;ELN050794-057;3;5;2;MSA_Plates_6_OG4;MSA-25-05078;
;ELN050794-058;3;5;2;MSA_Plates_6_OG4;MSA-25-05078;
;ELN040616-334;1;3;2;MSA_Plates_6_OG4;MSA-25-05079;
;ELN050794-057;4;22;2;MSA_Plates_6_OG4;MSA-25-05084;
;ELN050794-058;4;22;2;MSA_Plates_6_OG4;MSA-25-05084;
;ELN040616-334;2;20;2;MSA_Plates_6_OG4;MSA-25-05083;
;ELN052298-013;1;0;2;MSA_Plates_6_OG4;MSA-25-05091;
;ELN052298-013;2;0;2;MSA_Plates_6_OG4;MSA-25-05091;
;ELN052298-013;3;1;2;MSA_Plates_6_OG4;MSA-25-05091;
;ELN052298-013;4;1;2;MSA_Plates_6_OG4;MSA-25-05093;
;ELN045639-335;1;4;2;MSA_Plates_6_OG4;MSA-25-05096;
;ELN045639-336;1;4;2;MSA_Plates_6_OG4;MSA-25-05096;
;ELN045639-334;1;3;2;MSA_Plates_6_OG4;MSA-25-05096;
;ELN045639-333;6;43;2;MSA_Plates_6_OG4;MSA-25-05096;
;ELN052298-014;1;6;2;MSA_Plates_6_OG4;MSA-25-05098;
;ELN052298-014;2;6;2;MSA_Plates_6_OG4;MSA-25-05099;
;ELN050794-057;5;70;2;MSA_Plates_6_OG4;MSA-25-05101;
;ELN050794-058;5;70;2;MSA_Plates_6_OG4;MSA-25-05101;
;ELN050794-057;6;73;2;MSA_Plates_6_OG4;MSA-25-05103;
;ELN050794-058;6;73;2;MSA_Plates_6_OG4;MSA-25-05103;
;ELN050794-057;7;75;2;MSA_Plates_6_OG4;MSA-25-05105;
;ELN050794-058;7;75;2;MSA_Plates_6_OG4;MSA-25-05105;
;ELN052298-015;1;1;2;MSA_Plates_6_OG4;MSA-25-05130;
;ELN052298-015;2;2;2;MSA_Plates_6_OG4;MSA-25-05134;
;ELN052298-015;3;18;2;MSA_Plates_6_OG4;MSA-25-05135;
;ELN052298-024;1;18;2;MSA_Plates_6_OG4;MSA-25-05147;
;ELN052298-025;1;18;2;MSA_Plates_6_OG4;MSA-25-05147;
;ELN052298-026;1;2;2;MSA_Plates_6_OG4;MSA-25-05149;
;ELN045639-337;1;18;2;MSA_Plates_6_OG4;MSA-25-05155;
;ELN045639-338;1;18;2;MSA_Plates_6_OG4;MSA-25-05155;
;ELN052298-016;1;20;2;MSA_Plates_6_OG4;MSA-25-05159;
;ELN052298-017;1;20;2;MSA_Plates_6_OG4;MSA-25-05159;
;ELN052298-018;1;20;2;MSA_Plates_6_OG4;MSA-25-05159;
;ELN052298-019;1;20;2;MSA_Plates_6_OG4;MSA-25-05159;
;ELN052298-020;1;20;2;MSA_Plates_6_OG4;MSA-25-05159;
;ELN052298-021;1;20;2;MSA_Plates_6_OG4;MSA-25-05159;
;ELN052298-022;1;20;2;MSA_Plates_6_OG4;MSA-25-05159;
;ELN052298-023;1;20;2;MSA_Plates_6_OG4;MSA-25-05159;
;ELN045639-339;1;18;2;MSA_Plates_6_OG4;MSA-25-05162;
;ELN045639-340;1;18;2;MSA_Plates_6_OG4;MSA-25-05162;
;ELN050794-059;1;1;2;MSA_Plates_6_OG4;MSA-25-05163;
;ELN050794-060;1;18;2;MSA_Plates_6_OG4;MSA-25-05172;
;ELN050794-061;1;18;2;MSA_Plates_6_OG4;MSA-25-05172;
;ELN052060-018;1;4;2;MSA_Plates_6_OG4;MSA-25-05174;
;ELN052060-019;1;4;2;MSA_Plates_6_OG4;MSA-25-05174;
;ELN052060-020;1;22;2;MSA_Plates_6_OG4;MSA-25-05177;
;ELN052060-019;2;2;2;MSA_Plates_6_OG4;MSA-25-05177;
;ELN050794-063;1;1;2;MSA_Plates_6_OG4;MSA-25-05191;
;ELN050794-064;1;1;2;MSA_Plates_6_OG4;MSA-25-05191;
;ELN052298-027;1;5;2;MSA_Plates_6_OG4;MSA-25-05188;
;ELN052298-027;2;5;2;MSA_Plates_6_OG4;MSA-25-05188;
;ELN052298-027;3;5;2;MSA_Plates_6_OG4;MSA-25-05188;
;ELN052298-028;1;5;2;MSA_Plates_6_OG4;MSA-25-05188;
;ELN052298-028;2;5;2;MSA_Plates_6_OG4;MSA-25-05188;
;ELN052298-028;3;5;2;MSA_Plates_6_OG4;MSA-25-05188;
;ELN050794-062;1;72;2;MSA_Plates_6_OG4;MSA-25-05191;
;ELN052060-022;1;18;2;MSA_Plates_6_OG4;MSA-25-05196;
;ELN052060-023;1;18;2;MSA_Plates_6_OG4;MSA-25-05196;
;ELN052298-029;1;16;2;MSA_Plates_6_OG4;MSA-25-05197;
;ELN052298-030;1;5;2;MSA_Plates_6_OG4;MSA-25-05208;
;ELN052060-024;1;4;2;MSA_Plates_6_OG4;MSA-25-05202;
;ELN052060-025;1;4;2;MSA_Plates_6_OG4;MSA-25-05202;
;ELN052298-031;1;5;2;MSA_Plates_6_OG4;MSA-25-05208;
;ELN052298-032;1;5;2;MSA_Plates_6_OG4;MSA-25-05208;
;ELN052298-033;1;5;2;MSA_Plates_6_OG4;MSA-25-05208;
;ELN052298-034;1;5;2;MSA_Plates_6_OG4;MSA-25-05208;
;ELN052060-026;1;4;2;MSA_Plates_6_OG4;MSA-25-05207;
;ELN052060-025;2;2;2;MSA_Plates_6_OG4;MSA-25-05210;deprotection step complete
;ELN052060-027;1;18;2;MSA_Plates_6_OG4;MSA-25-05215;
;ELN052298-034;1;1;2;MSA_Plates_6_OG4;MSA-25-05212;
;ELN050794-065;1;65;2;MSA_Plates_6_OG4;MSA-25-05213;
;ELN052298-039;1;0;2;MSA_Plates_6_OG4;MSA-25-05222;
;ELN052298-035;1;5;2;MSA_Plates_6_OG4;MSA-25-05222;
;ELN052298-036;1;5;2;MSA_Plates_6_OG4;MSA-25-05222;
;ELN052298-037;1;5;2;MSA_Plates_6_OG4;MSA-25-05222;
;ELN052298-039;2;0;2;MSA_Plates_6_OG4;MSA-25-05222;
;ELN052060-027;2;90;2;MSA_Plates_6_OG4;MSA-25-05223;
;ELN052298-040;1;5;2;MSA_Plates_6_OG4;MSA-25-05226;
;ELN052298-041;1;5;2;MSA_Plates_6_OG4;MSA-25-05226;
;ELN052298-042;1;5;2;MSA_Plates_6_OG4;MSA-25-05226;
;ELN052298-043;1;5;2;MSA_Plates_6_OG4;MSA-25-05226;
;ELN050794-069;1;3;2;MSA_Plates_6_OG4;MSA-25-05225;
;ELN050794-069;2;18;2;MSA_Plates_6_OG4;MSA-25-05227;
;ELN052060-030;1;18;2;MSA_Plates_6_OG4;MSA-25-05229;
;ELN045639-342;1;5;2;MSA_Plates_6_OG4;MSA-25-05235;
;ELN052298-043;2;0;2;MSA_Plates_6_OG4;MSA-25-05231;
;ELN052298-043;3;0;2;MSA_Plates_6_OG4;MSA-25-05231;
;ELN052298-043;4;0;2;MSA_Plates_6_OG4;MSA-25-05231;
;ELN052298-043;5;0;2;MSA_Plates_6_OG4;MSA-25-05231;
;ELN052298-043;6;0;2;MSA_Plates_6_OG4;MSA-25-05234;
;ELN050794-070;1;16;2;MSA_Plates_6_OG4;MSA-25-05239;
;ELN052298-045;1;18;2;MSA_Plates_6_OG4;MSA-25-05240;
;ELN045639-341;1;18;2;MSA_Plates_6_OG4;MSA-25-05238;
;ELN045639-343;1;4;2;MSA_Plates_6_OG4;MSA-25-05243;
;ELN052060-031;1;2;2;MSA_Plates_6_OG4;MSA-25-05244;
;ELN052060-031;2;18;2;MSA_Plates_6_OG4;MSA-25-05249;
;ELN052060-035;1;2;2;MSA_Plates_6_OG4;MSA-25-05256;
;ELN052060-032;1;5;2;MSA_Plates_6_OG4;MSA-25-05257;
;ELN052060-033;1;5;2;MSA_Plates_6_OG4;MSA-25-05257;
;ELN052060-034;1;5;2;MSA_Plates_6_OG4;MSA-25-05257;
;ELN052060-039;1;4,5;2;MSA_Plates_6_OG4;MSA-25-05258;
;ELN052060-036;1;5;2;MSA_Plates_6_OG4;MSA-25-05259;
;ELN052060-037;1;5;2;MSA_Plates_6_OG4;MSA-25-05259;
;ELN052060-038;1;5;2;MSA_Plates_6_OG4;MSA-25-05259;
;ELN045639-350;1;1;2;MSA_Plates_6_OG4;MSA-25-05263;
;ELN045639-350;2;2;2;MSA_Plates_6_OG4;MSA-25-05264;
;ELN045639-350;3;3;2;MSA_Plates_6_OG4;MSA-25-05265;
;ELN045639-351;1;0,5;2;MSA_Plates_6_OG4;MSA-25-05266;
;ELN045639-351;2;1;2;MSA_Plates_6_OG4;MSA-25-05267;
;ELN045639-349;1;4;2;MSA_Plates_6_OG4;MSA-25-05269;
;ELN045639-349;2;20;2;MSA_Plates_6_OG4;MSA-25-05270;
;ELN045639-352;1;0,5;2;MSA_Plates_6_OG4;MSA-25-05273;
;ELN052060-042;1;12;2;MSA_Plates_6_OG4;MSA-25-05279;
;ELN052060-043;1;12;2;MSA_Plates_6_OG4;MSA-25-05279;
;ELN045639-352;2;1;2;MSA_Plates_6_OG4;MSA-25-05274;
;ELN045639-352;3;3;2;MSA_Plates_6_OG4;MSA-25-05275;
;ELN045639-352;4;5;2;MSA_Plates_6_OG4;MSA-25-05276;
;ELN045639-353;1;1;2;MSA_Plates_6_OG4;MSA-25-05277;
;ELN045639-352;5;23;2;MSA_Plates_6_OG4;MSA-25-05278;
;ELN045639-353;2;18;2;MSA_Plates_6_OG4;MSA-25-05278;
;ELN052060-043;2;14;2;MSA_Plates_6_OG4;MSA-25-05284;
;ELN052060-040;1;5;2;MSA_Plates_6_OG4;MSA-25-05288;
;ELN052060-041;1;5;2;MSA_Plates_6_OG4;MSA-25-05288;
;ELN052060-044;1;12;2;MSA_Plates_6_OG4;MSA-25-05290;
;ELN052060-045;1;12;2;MSA_Plates_6_OG4;MSA-25-05290;
;ELN040616-335;1;2;2;MSA_Plates_6_OG4;MSA-25-05293;
;ELN045639-354;1;18;2;MSA_Plates_6_OG4;MSA-25-05296;
;ELN045639-355;1;18;2;MSA_Plates_6_OG4;MSA-25-05296;
;ELN052060-046;1;18;2;MSA_Plates_6_OG4;MSA-25-05297;
;ELN052060-047;1;18;2;MSA_Plates_6_OG4;MSA-25-05297;
;ELN052060-048;1;18;2;MSA_Plates_6_OG4;MSA-25-05297;
;ELN052060-049;1;12;2;MSA_Plates_6_OG4;MSA-25-05297;
;ELN052060-050;1;12;2;MSA_Plates_6_OG4;MSA-25-05297;
;ELN052060-051;1;16;2;MSA_Plates_6_OG4;MSA-25-05302;
;ELN052060-052;1;16;2;MSA_Plates_6_OG4;MSA-25-05302;
;ELN052060-053;1;16;2;MSA_Plates_6_OG4;MSA-25-05302;
;ELN052060-054;1;16;2;MSA_Plates_6_OG4;MSA-25-05302;
;ELN052060-056;1;16;2;MSA_Plates_6_OG4;MSA-25-05302;
;ELN052060-057;1;16;2;MSA_Plates_6_OG4;MSA-25-05307;
;ELN045639-356;1;18;2;MSA_Plates_6_OG4;MSA-25-05305;
;ELN045639-357;1;18;2;MSA_Plates_6_OG4;MSA-25-05305;
;ELN045639-358;1;18;2;MSA_Plates_6_OG4;MSA-25-05305;
;ELN052298-046;1;12;2;MSA_Plates_6_OG4;MSA-25-05308;
;ELN052298-047;1;12;2;MSA_Plates_6_OG4;MSA-25-05308;
;ELN052599-001;1;12;2;MSA_Plates_6_OG4;;
;ELN040616-336;1;16;2;MSA_Plates_6_OG4;MSA-25-05321;
;ELN040616-337;1;16;2;MSA_Plates_6_OG4;MSA-25-05321;
;ELN040616-338;1;16;2;MSA_Plates_6_OG4;MSA-25-05321;
;ELN052298-050;1;19;2;MSA_Plates_6_OG4;MSA-25-05324;
;ELN052298-048;1;4;2;MSA_Plates_6_OG4;MSA-25-05330;
;ELN040616-339;1;19;2;MSA_Plates_6_OG4;MSA-25-05339;
;ELN040616-340;1;20;2;MSA_Plates_6_OG4;MSA-25-05355;
;ELN040616-341;1;1;2;MSA_Plates_6_OG4;MSA-25-05345;
;ELN052298-049;1;20;2;MSA_Plates_6_OG4;MSA-25-05346;
;ELN052298-049;2;20;2;MSA_Plates_6_OG4;MSA-25-05348;
;ELN052298-049;3;20;2;MSA_Plates_6_OG4;MSA-25-05349;
;ELN045639-359;1;4;2;MSA_Plates_6_OG4;MSA-25-05360;
;ELN052298-051;1;4;2;MSA_Plates_6_OG4;MSA-25-05361;
;ELN050794-071;1;0,5;2;MSA_Plates_6_OG4;MSA-25-05365;
;ELN050794-071;2;2;2;MSA_Plates_6_OG4;MSA-25-05366;
;ELN050794-072;1;1;2;MSA_Plates_6_OG4;MSA-25-05366;
;ELN040616-342;1;2;2;MSA_Plates_6_OG4;MSA-25-05368;
;ELN050794-072;2;2;2;MSA_Plates_6_OG4;MSA-25-05370;
;ELN050794-072;3;4;2;MSA_Plates_6_OG4;MSA-25-05376;
;ELN050794-073;1;1;2;MSA_Plates_6_OG4;MSA-25-05376;
;ELN052298-051;2;4;2;MSA_Plates_6_OG4;MSA-25-05361;
;ELN052298-051;3;4;2;MSA_Plates_6_OG4;MSA-25-05375;
;ELN052298-051;4;4;2;MSA_Plates_6_OG4;MSA-25-05375;
;ELN052298-052;1;15;2;MSE_6_OG7;MSE-25-03745;
;ELN052298-053;1;16;2;MSE_6_OG7;MSE-25-03745;
;ELN040616-343;1;1;2;MSA_Plates_6_OG4;MSA-25-05384;
;ELN040616-344;1;1;2;MSA_Plates_6_OG4;MSA-25-05399;
;ELN050794-074;1;20;2;MSA_Plates_6_OG4;MSA-25-05408;
;ELN050794-075;1;1;2;MSA_Plates_6_OG4;MSA-25-05408;
;ELN040616-344;2;2;2;MSA_Plates_6_OG4;MSA-25-05401;
;ELN040616-344;3;4;2;MSA_Plates_6_OG4;MSA-25-05403;
;ELN040616-345;1;2;2;MSA_Plates_6_OG4;MSA-25-05411;
;ELN050794-076;1;3;2;MSA_Plates_6_OG4;MSA-25-05418;
;ELN050794-076;2;20;2;MSA_Plates_6_OG4;MSA-25-05420;
;ELN052060-059;1;4;2;MSA_Plates_6_OG4;MSA-25-05436;
;ELN040616-345;2;4;2;MSA_Plates_6_OG4;MSA-25-05417;
;ELN040616-346;1;16;2;MSA_Plates_6_OG4;MSA-25-05440;
;ELN052060-060;1;1;2;MSA_Plates_6_OG4;MSA-25-05444;
;ELN052060-060;1;18;2;MSA_Plates_6_OG4;MSA-25-05448;
;ELN052060-062;1;2;2;MSA_Plates_6_OG4;MSA-25-05451;
;ELN052060-063;1;2;2;MSA_Plates_6_OG4;MSA-25-05451;
;ELN040616-347;1;;2;MSA_Plates_6_OG4;MSA-25-05459;
;ELN052298-054;1;0;2;MSA_Plates_6_OG4;MSA-25-05389-1;
;ELN052298-054;1;1;2;MSA_Plates_6_OG4;MSA-25-05390;
;ELN052298-054;1;2;2;MSA_Plates_6_OG4;MSA-25-05392;
;ELN052298-054;2;2;2;MSA_Plates_6_OG4;MSA-25-05393;
;ELN052298-054;1;16;2;MSA_Plates_6_OG4;MSA-25-05394;
;ELN052298-054;2;16;2;MSA_Plates_6_OG4;MSA-25-05398;
;ELN050794-077;1;1;2;MSA_Plates_6_OG4;MSA-25-05468;
;ELN050794-078;1;1;2;MSA_Plates_6_OG4;MSA-25-05470;
;ELN050794-078;2;17;2;MSA_Plates_6_OG4;MSA-25-05472;
;ELN050794-078;3;20;2;MSA_Plates_6_OG4;MSA-25-05473;
;ELN050794-079;1;2;2;MSA_Plates_6_OG4;MSA-25-05473;
;ELN040616-352;1;1;2;MSA_Plates_6_OG4;MSA-25-05475;
;ELN050794-078;4;23;2;MSE_6_OG7;MSE-25-04284;
;ELN050794-079;2;5;2;MSE_6_OG7;MSE-25-04284;
;ELN050794-080;1;1;2;MSE_6_OG7;MSE-25-04284;
;ELN052298-055;1;0;2;MSA_Plates_6_OG4;MSA-25-05477;
;ELN052298-056;1;0;2;MSA_Plates_6_OG4;MSA-25-05477;
;ELN040616-352;2;4;2;MSA_Plates_6_OG4;;
;ELN040616-348;1;5;2;MSA_Plates_6_OG4;;
;ELN040616-349;1;5;2;MSA_Plates_6_OG4;;
;ELN040616-350;1;5;2;MSA_Plates_6_OG4;;
;ELN040616-351;1;5;2;MSA_Plates_6_OG4;;
;ELN050794-081;1;1;2;MSA_Plates_6_OG4;MSA-25-05485;
;ELN050794-082;1;1;2;MSA_Plates_6_OG4;MSA-25-05485;
;ELN040616-352;3;20;2;MSA_Plates_6_OG4;;
;ELN050794-083;1;2;2;MSE_6_OG7;MSE-25-04345;
;ELN050794-084;1;3;2;MSA_Plates_6_OG4;MSA-25-05487;
;ELN050794-083;2;20;2;MSA_Plates_6_OG4;MSA-25-05488;
;ELN050794-084;2;19;2;MSA_Plates_6_OG4;MSA-25-05488;
;ELN052060-064;1;18;2;MSA_Plates_6_OG4;MSA-25-05491;
;ELN050794-085;1;1;2;MSA_Plates_6_OG4;MSA-25-05493;
;ELN050794-085;2;3;2;MSA_Plates_6_OG4;MSA-25-05494;
;ELN050794-086;1;1;2;MSA_Plates_6_OG4;MSA-25-05497;
;ELN050794-086;2;2;2;MSA_Plates_6_OG4;MSA-25-05500;
;ELN052060-065;1;16;2;MSA_Plates_6_OG4;MSA-25-05505;
;ELN052060-066;1;16;2;MSA_Plates_6_OG4;MSA-25-05505;
;ELN052060-067;1;16;2;MSA_Plates_6_OG4;MSA-25-05505;
;ELN050794-086;3;19;2;MSA_Plates_6_OG4;MSA-25-05503;
;ELN050794-086;4;22;2;MSA_Plates_6_OG4;MSA-25-05508;
;ELN050794-087;1;1;2;MSA_Plates_6_OG4;MSA-25-05524;
;ELN050794-087;2;2;2;MSA_Plates_6_OG4;MSA-25-05526;
;ELN052298-055;1;4;2;MSA_Plates_6_OG4;MSA-25-05481;
;ELN052298-056;1;4;2;MSA_Plates_6_OG4;MSA-25-05481;
;ELN052298-057;1;17;2;MSA_Plates_6_OG4;MSA-25-05482;
;ELN052298-058;1;17;2;MSA_Plates_6_OG4;MSA-25-05482;
;ELN052298-059;1;17;2;MSA_Plates_6_OG4;MSA-25-05482;
;ELN052298-057;1;1;2;MSA_Plates_6_OG4;MSA-25-05479;
;ELN052298-058;1;1;2;MSA_Plates_6_OG4;MSA-25-05479;
;ELN052298-059;1;1;2;MSA_Plates_6_OG4;MSA-25-05479;
;ELN052298-057;1;2;2;MSA_Plates_6_OG4;MSA-25-05481;
;ELN052298-058;1;2;2;MSA_Plates_6_OG4;MSA-25-05481;
;ELN052298-059;1;2;2;MSA_Plates_6_OG4;MSA-25-05481;
;ELN052298-060;1;18;2;MSA_Plates_6_OG4;MSA-25-05489;
;ELN050794-088;1;1;2;MSA_Plates_6_OG4;MSA-25-05539;
;ELN050794-089;1;1;2;MSA_Plates_6_OG4;MSA-25-05539;
;ELN050794-089;2;3;2;MSA_Plates_6_OG4;MSA-25-05546;
;ELN052060-068;1;1;2;MSA_Plates_6_OG4;MSA-25-05552;
;ELN052060-068;2;4;2;MSA_Plates_6_OG4;MSA-25-05554;
;ELN052060-068;3;5;2;MSA_Plates_6_OG4;MSA-25-05556;
;ELN052060-068;4;24;2;MSA_Plates_6_OG4;MSA-25-05560;
;ELN052060-069;1;18;2;MSA_Plates_6_OG4;MSA-25-05560;
;ELN052298-061;1;15;2;MSA_Plates_6_OG4;MSA-25-05504;
;ELN052298-062;1;15;2;MSA_Plates_6_OG4;MSA-25-05504;
;ELN052298-063;1;15;2;MSA_Plates_6_OG4;MSA-25-05504;
;ELN052298-066;1;4;2;MSA_Plates_6_OG4;MSA-25-05564;
;ELN052298-067;1;4;2;MSA_Plates_6_OG4;MSA-25-05564;
;ELN052298-066;2;22;2;MSA_Plates_6_OG4;MSA-25-05566;
;ELN052298-067;2;22;2;MSA_Plates_6_OG4;MSA-25-05566;
;ELN052060-071;1;2;2;MSA_Plates_6_OG4;MSA-25-05604;
;ELN045639-361;1;2;2;MSA_Plates_6_OG4;MSA-25-05606;
;ELN045639-362;1;2;2;MSA_Plates_6_OG4;MSA-25-05606;
;ELN045639-363;1;2;2;MSA_Plates_6_OG4;MSA-25-05606;
;ELN052298-068;1;4;2;MSA_Plates_6_OG4;MSA-25-05595;
;ELN052298-065;1;4;2;MSA_Plates_6_OG4;MSA-25-05596;
;ELN052298-069;1;0;2;MSA_Plates_6_OG4;MSA-25-05603;
;ELN052298-069;1;1;2;MSA_Plates_6_OG4;MSA-25-05605;
;ELN052298-069;1;4;2;MSA_Plates_6_OG4;MSA-25-05610;
;ELN045639-361;2;4;2;MSA_Plates_6_OG4;MSA-25-05609;
;ELN045639-362;2;4;2;MSA_Plates_6_OG4;MSA-25-05609;
;ELN045639-363;2;4;2;MSA_Plates_6_OG4;MSA-25-05609;
;ELN045639-361;3;21;2;MSA_Plates_6_OG4;MSA-25-05611;
;ELN045639-362;3;21;2;MSA_Plates_6_OG4;MSA-25-05611;
;ELN045639-363;3;21;2;MSA_Plates_6_OG4;MSA-25-05611;
;ELN045639-362;4;23;2;MSA_Plates_6_OG4;MSA-25-05614;
;ELN045639-364;1;2;2;MSA_Plates_6_OG4;MSA-25-05614;
;ELN045639-366;1;2;2;MSA_Plates_6_OG4;MSA-25-05614;
;ELN045639-364;2;4;2;MSA_Plates_6_OG4;MSA-25-05617;
;ELN045639-365;1;2;2;MSA_Plates_6_OG4;MSA-25-05617;
;ELN045639-366;2;2;2;MSA_Plates_6_OG4;MSA-25-05617;
;ELN045639-367;1;4;2;MSA_Plates_6_OG4;MSA-25-05633;
;ELN045639-368;1;4;2;MSA_Plates_6_OG4;MSA-25-05633;
;ELN045639-369;1;4;2;MSA_Plates_6_OG4;MSA-25-05633;
;ELN045639-370;1;4;2;MSA_Plates_6_OG4;MSA-25-05633;
;ELN045639-371;1;4;2;MSA_Plates_6_OG4;MSA-25-05633;
;ELN045639-372;1;4;2;MSA_Plates_6_OG4;MSA-25-05633;
;ELN045639-367;2;68;2;MSA_Plates_6_OG4;MSA-25-05638;
;ELN045639-368;2;68;2;MSA_Plates_6_OG4;MSA-25-05638;
;ELN045639-369;2;68;2;MSA_Plates_6_OG4;MSA-25-05638;
;ELN045639-370;2;68;2;MSA_Plates_6_OG4;MSA-25-05638;
;ELN045639-371;2;68;2;MSA_Plates_6_OG4;MSA-25-05638;
;ELN045639-372;2;68;2;MSA_Plates_6_OG4;MSA-25-05638;
;ELN045639-373;1;2;2;MSA_Plates_6_OG4;MSA-25-05640;
;ELN045639-374;1;2;2;MSA_Plates_6_OG4;MSA-25-05640;
;ELN045639-375;1;2;2;MSA_Plates_6_OG4;MSA-25-05640;
;ELN045639-376;1;2;2;MSA_Plates_6_OG4;MSA-25-05640;
;ELN045639-377;1;2;2;MSA_Plates_6_OG4;MSA-25-05640;
;ELN045639-378;1;2;2;MSA_Plates_6_OG4;MSA-25-05640;
;ELN045639-373;2;3;2;MSA_Plates_6_OG4;MSA-25-05642;
;ELN045639-374;2;3;2;MSA_Plates_6_OG4;MSA-25-05642;
;ELN045639-375;2;3;2;MSA_Plates_6_OG4;MSA-25-05642;
;ELN045639-376;2;3;2;MSA_Plates_6_OG4;MSA-25-05642;
;ELN045639-377;2;3;2;MSA_Plates_6_OG4;MSA-25-05642;
;ELN045639-378;2;3;2;MSA_Plates_6_OG4;MSA-25-05642;
